ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket
823,59,14,29-Sep-24,5,Five    stars  for  the  quick  delivery.,0,Positive,0.0 to 0.49
827,84,18,05-Apr-25,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
833,31,18,29-Aug-23,5,Exceeded  my    expectations!,0,Positive,0.0 to 0.49
835,12,12,07-May-24,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
838,61,17,21-Apr-24,5,Shipping  was  fast  and  the    item  was  well-packaged.,0,Positive,0.0 to 0.49
839,79,7,02-Aug-24,4,Shipping    was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
854,7,5,09-Jun-25,5,Shipping  was  fast    and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
873,82,15,21-Jun-25,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
895,38,4,28-Oct-24,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
898,76,15,18-Sep-23,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
938,29,12,08-Jul-24,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
945,46,5,05-Dec-25,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
948,29,10,22-Jan-25,5,Shipping  was  fast    and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
954,26,8,13-Mar-25,5,Shipping    was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
972,18,19,01-Aug-24,5,Exceeded    my  expectations!,0,Positive,0.0 to 0.49
976,80,7,30-Mar-23,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive,0.0 to 0.49
996,85,10,05-Jan-25,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
1006,87,2,14-Jun-23,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
1011,80,19,11-Oct-23,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1023,77,18,19-Oct-23,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1033,74,11,16-Feb-23,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1035,77,9,25-Nov-23,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
1049,50,2,26-May-23,5,Five  stars  for    the  quick  delivery.,0,Positive,0.0 to 0.49
1065,33,9,21-Mar-23,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
1066,81,6,29-Aug-25,4,The  quality  is    top-notch.,0,Positive,0.0 to 0.49
1069,84,9,05-Mar-25,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1075,52,9,25-Jul-25,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1080,86,16,27-May-25,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive,0.0 to 0.49
1090,3,14,09-Jan-23,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1092,82,5,16-Feb-23,4,Five  stars    for  the  quick  delivery.,0,Positive,0.0 to 0.49
1095,31,15,23-Sep-24,4,The  quality  is    top-notch.,0,Positive,0.0 to 0.49
1098,62,15,02-Apr-23,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1101,58,13,09-Jan-25,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1114,56,15,14-Jun-25,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1128,77,6,11-Feb-23,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1142,4,2,24-Apr-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1146,88,15,10-Feb-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1155,1,12,09-Jan-25,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
1161,10,19,01-Jan-23,5,Shipping  was  fast  and  the    item  was  well-packaged.,0,Positive,0.0 to 0.49
1168,93,16,21-Sep-25,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
1174,69,3,24-Aug-25,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1184,5,18,25-Dec-23,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
1185,5,12,01-Oct-25,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1195,89,2,19-Nov-23,5,Exceeded    my  expectations!,0,Positive,0.0 to 0.49
1200,89,17,04-Apr-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1205,73,17,04-Dec-25,5,The  quality    is  top-notch.,0,Positive,0.0 to 0.49
1209,53,10,03-Apr-24,5,Five  stars  for    the  quick  delivery.,0,Positive,0.0 to 0.49
1218,8,9,09-Nov-25,5,Shipping  was    fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1230,55,18,27-Apr-25,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
1232,7,17,18-Sep-24,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1248,72,2,19-Dec-25,4,Shipping  was  fast  and  the  item  was    well-packaged.,0,Positive,0.0 to 0.49
1252,87,8,10-Dec-24,5,Exceeded    my  expectations!,0,Positive,0.0 to 0.49
1260,47,6,02-Sep-25,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
1266,65,14,01-Jul-25,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1269,39,13,09-Feb-24,4,The  quality  is    top-notch.,0,Positive,0.0 to 0.49
1271,64,10,28-Apr-24,4,The  quality    is  top-notch.,0,Positive,0.0 to 0.49
1272,82,14,24-Dec-25,4,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
1291,90,2,20-May-24,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive,0.0 to 0.49
1293,23,2,07-Nov-24,5,Exceeded  my  expectations!,0,Positive,0.0 to 0.49
1294,86,11,11-Jun-23,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1347,21,11,16-Jul-25,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,0.0 to 0.49
1352,50,14,25-Jun-25,5,The  quality  is    top-notch.,0,Positive,0.0 to 0.49
14,23,2,16-Jun-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
84,40,20,17-Jul-23,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
123,93,1,22-Sep-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
129,46,13,14-Feb-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
137,88,6,02-Mar-23,4,"Good  quality,  but  could    be  cheaper.",0.2382,Positive,0.0 to 0.49
227,74,11,10-Aug-24,4,"Good    quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
251,16,2,01-Feb-24,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
256,91,3,11-Feb-24,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
280,68,19,09-Nov-23,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
285,29,3,25-Aug-23,4,"Good  quality,  but  could    be  cheaper.",0.2382,Positive,0.0 to 0.49
318,97,4,15-Dec-23,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
321,58,12,17-Apr-24,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
325,78,6,17-Apr-23,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
363,17,15,15-Apr-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
382,38,7,03-Sep-23,4,"Good  quality,    but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
401,93,18,13-Apr-24,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
452,42,19,28-Aug-24,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
458,42,20,05-Jul-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
460,92,16,09-Aug-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
518,17,12,27-Apr-24,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
538,29,16,12-Nov-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
563,86,13,27-Feb-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
579,24,8,16-Jan-24,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
631,73,12,30-Oct-24,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive,0.0 to 0.49
634,27,13,25-Feb-24,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive,0.0 to 0.49
651,38,9,10-Sep-24,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
714,76,2,11-Jan-23,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
738,3,12,22-Aug-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
756,94,8,25-Mar-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
771,32,12,21-Mar-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
865,17,13,03-Mar-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
875,44,20,27-Nov-23,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
899,89,9,02-Jan-24,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
922,92,4,22-Jul-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
927,21,4,08-Aug-24,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
936,99,15,23-Sep-23,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
962,95,18,16-Oct-24,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive,0.0 to 0.49
966,21,6,30-Sep-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
979,14,4,16-Mar-24,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
1000,86,12,17-Nov-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
1005,82,17,23-Oct-24,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
1063,5,6,21-Sep-25,4,"Good  quality,    but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
1073,30,10,22-Sep-23,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
1074,21,13,07-Apr-23,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
1148,94,2,11-Oct-24,4,"Good  quality,  but    could  be  cheaper.",0.2382,Positive,0.0 to 0.49
1210,67,8,24-Oct-24,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
1221,42,17,31-Aug-23,4,"Good  quality,  but  could    be  cheaper.",0.2382,Positive,0.0 to 0.49
1285,81,12,15-Jul-24,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive,0.0 to 0.49
1296,60,9,26-Oct-25,4,"Good  quality,    but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
1312,11,18,16-May-23,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
6,81,1,21-Dec-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
9,3,13,01-Sep-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
11,54,9,17-Jul-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
29,38,13,31-May-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
52,75,11,07-Apr-24,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
59,98,9,01-Sep-24,4,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
60,11,16,27-Dec-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
61,50,19,24-Feb-23,4,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0
64,86,11,30-Oct-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
66,94,16,17-Jun-23,4,"I  love  this  product,  will  buy    again!",0.6696,Positive,0.5 to 1.0
76,9,10,31-Aug-25,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
77,74,5,15-Mar-23,4,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0
104,96,5,06-Jan-23,4,"I  love    this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
109,38,10,25-Jul-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
110,54,12,02-Aug-24,4,Customer    support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
117,20,14,19-Apr-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
119,34,5,06-Sep-25,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
127,47,8,25-Mar-25,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
135,48,14,08-Jun-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
139,36,16,20-Apr-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
144,27,15,16-Aug-25,4,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
146,5,13,09-Jan-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
155,89,3,10-Dec-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
174,91,8,23-Jun-24,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
177,93,19,03-Jul-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
179,46,20,26-Nov-25,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
180,77,5,08-Mar-23,4,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0
181,4,3,09-Aug-24,4,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
183,13,5,08-Jun-25,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
191,68,3,05-Sep-24,4,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0
197,51,15,27-Nov-24,4,"I  love  this  product,    will  buy  again!",0.6696,Positive,0.5 to 1.0
204,95,14,29-Nov-24,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
207,95,18,07-Jun-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
208,94,8,25-Mar-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
221,26,2,21-Oct-24,4,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
224,68,15,27-Mar-23,4,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0
235,54,3,18-Mar-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
238,47,9,18-Apr-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
244,36,4,25-Aug-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
258,34,7,13-May-25,4,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
261,29,12,15-Oct-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
263,47,8,21-Oct-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
265,22,19,14-May-24,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
281,71,5,19-Nov-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
284,89,13,01-Sep-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
301,6,7,30-May-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
303,20,10,25-Apr-24,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
305,87,7,25-Aug-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
313,13,3,14-Jan-24,4,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
322,76,13,01-Dec-24,4,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
333,87,5,02-Jun-24,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
342,19,4,15-Jun-25,4,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
345,48,4,24-Jul-24,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
369,48,4,19-Dec-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
372,91,6,10-May-23,4,"I  love  this  product,  will    buy  again!",0.6696,Positive,0.5 to 1.0
380,52,4,23-Feb-24,4,"I  love    this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
402,68,12,16-Dec-25,4,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
412,83,7,10-May-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
414,59,14,31-Jul-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
424,53,11,21-Mar-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
429,71,2,08-Jun-23,4,Customer    support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
432,31,18,14-Feb-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
448,75,12,25-Dec-25,4,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
453,100,2,23-Apr-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
454,27,9,17-Sep-25,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0
464,73,11,28-May-24,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
469,54,13,06-Oct-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
470,46,1,24-Oct-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
476,54,10,12-Dec-23,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0
479,7,13,28-Dec-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
491,59,6,22-Jun-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
495,56,7,26-Apr-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
497,90,6,21-Feb-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
501,39,12,01-Dec-23,4,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0
510,20,6,05-Nov-24,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
525,1,1,23-Nov-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
534,41,2,02-Jul-25,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
535,85,13,25-Mar-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
545,45,13,11-Jun-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
552,68,1,28-Jul-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
556,91,6,04-Jan-25,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
558,83,13,11-Feb-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
559,46,12,16-May-24,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
568,17,13,04-Aug-24,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
570,50,15,29-Apr-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
572,37,16,23-Apr-25,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
573,57,8,27-Apr-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
577,65,9,18-Apr-24,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
585,87,12,23-Oct-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
608,7,9,21-Mar-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
612,38,2,17-Jun-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
617,29,15,22-Dec-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
647,68,2,03-Jan-23,4,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0
648,76,5,19-Mar-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
673,74,12,16-Oct-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
688,32,12,07-Jul-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
689,34,16,23-Apr-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
695,13,14,15-Sep-23,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0
697,13,7,21-Sep-24,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
700,14,2,23-Nov-23,4,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
713,55,12,12-Dec-24,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
715,13,2,26-Mar-24,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
732,56,20,02-Mar-25,4,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
733,75,13,07-Nov-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
735,22,15,02-Mar-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
755,27,15,31-Mar-24,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
770,52,1,02-Feb-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
775,13,16,31-Aug-25,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
785,9,10,11-Oct-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
803,6,11,22-Sep-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
812,80,20,19-Apr-25,4,"I  love  this  product,  will    buy  again!",0.6696,Positive,0.5 to 1.0
816,91,1,11-Jan-24,4,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0
822,47,15,28-Jan-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
826,8,11,29-Oct-24,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
829,31,9,17-May-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
844,66,10,01-Jul-23,4,"I  love  this  product,  will    buy  again!",0.6696,Positive,0.5 to 1.0
852,37,11,03-Dec-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
857,11,15,17-Oct-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
864,85,1,16-Jan-25,4,Customer  support  was  very    helpful.,0.6997,Positive,0.5 to 1.0
868,10,14,01-Nov-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
874,78,8,09-Nov-25,4,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
879,2,6,16-Sep-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
881,63,2,25-Apr-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
882,6,7,08-Oct-24,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
883,4,9,08-Jul-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
889,45,15,02-Oct-24,4,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
892,27,4,01-Aug-25,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
893,51,3,06-Feb-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
902,75,13,02-Jul-25,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
903,69,5,05-Oct-25,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0
909,59,7,08-Sep-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
913,64,5,06-Sep-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
920,28,1,13-Apr-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
928,10,9,25-May-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
937,96,9,08-Jun-23,4,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0
940,15,12,12-Sep-25,4,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
955,53,12,15-Mar-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
957,37,15,26-Feb-24,4,"I  love  this  product,  will  buy    again!",0.6696,Positive,0.5 to 1.0
960,81,2,23-Mar-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
964,60,18,11-Jun-24,4,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0
973,4,4,23-Jan-24,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
982,63,7,28-Nov-23,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
987,37,16,15-Sep-24,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
988,14,14,06-Apr-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
989,93,19,11-Jun-23,4,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
990,7,4,05-May-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
991,97,18,10-Mar-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
997,82,1,03-Oct-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
999,37,8,28-May-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
1004,53,10,14-Jan-24,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
1013,32,8,12-Jul-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
1021,49,20,16-Mar-24,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
1032,46,17,03-Jun-25,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
1037,66,16,20-May-24,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
